b,g,r,pele
90,68,247,2
171,167,118,2
59,110,172,1
167,184,227,1
175,173,125,2
165,163,115,2
150,157,220,1
157,180,236,1
164,162,108,2
38,34,9,2
76,113,193,1
104,156,226,1
96,147,227,1
174,173,123,2
70,73,23,2
57,31,215,2
72,72,24,2
194,193,155,2
184,168,125,2
108,162,92,2
160,158,104,2
199,197,163,2
46,96,148,1
123,154,223,1
135,133,93,2
246,237,233,2
5,0,0,2
177,174,130,2
96,133,207,1
141,179,233,1
140,175,225,1
130,170,223,1
110,139,184,1
117,116,118,2
205,204,170,2
125,165,218,1
186,184,143,2
150,187,255,1
151,154,105,2
158,195,255,1
146,116,99,2
201,211,251,1
197,171,65,2
10,2,187,2
98,148,220,1
184,183,139,2
20,17,3,2
121,120,62,2
10,10,0,2
122,156,215,1
157,194,255,1
141,144,95,2
98,144,222,1
122,123,73,2
132,131,80,2
125,160,216,1
130,172,217,1
109,144,218,1
97,146,220,1
175,143,100,2
185,183,135,2
120,71,87,2
195,194,160,2
83,84,34,2
69,117,183,1
54,108,163,1
171,169,121,2
169,169,121,2
74,84,124,1
128,130,184,1
37,37,19,2
126,172,220,1
141,168,235,1
61,59,19,2
202,212,252,1
62,63,23,2
124,165,36,2
125,121,120,2
73,111,165,1
20,51,30,2
173,173,127,2
128,166,230,1
150,187,255,1
97,95,64,2
156,193,255,1
206,204,170,2
131,132,90,2
49,53,17,2
57,59,23,2
185,201,248,1
150,185,229,1
247,249,249,2
141,146,201,1
0,180,0,2
129,132,187,1
170,175,166,2
252,227,223,2
38,40,11,2
128,167,219,1
179,177,129,2
127,162,226,1
160,173,225,1
174,172,124,2
125,128,183,1
68,100,141,1
9,161,192,2
189,190,148,2
164,167,228,1
122,153,222,1
0,178,1,2
69,78,122,1
178,176,128,2
180,179,135,2
148,150,98,2
219,224,255,1
128,128,128,2
159,196,254,1
82,89,128,1
96,102,155,1
101,146,220,1
113,151,209,1
169,183,236,1
155,154,103,2
83,97,155,1
123,149,166,1
65,92,129,1
46,95,141,1
57,129,109,2
122,160,214,1
208,191,182,2
190,174,162,2
66,115,183,1
149,123,106,2
200,198,163,2
136,139,90,2
3,184,0,2
235,214,75,2
104,141,209,1
67,70,21,2
61,61,21,2
0,250,242,2
170,166,125,2
42,107,151,1
135,138,93,2
20,17,2,2
124,163,215,1
163,165,129,2
103,159,230,1
95,143,221,1
142,145,96,2
131,82,68,2
96,144,222,1
95,145,221,1
162,165,120,2
0,0,1,2
62,62,22,2
176,174,126,2
3,3,0,2
130,131,111,2
96,141,222,1
126,166,218,1
5,2,0,2
163,162,112,2
183,180,135,2
136,139,90,2
183,181,133,2
139,137,83,2
217,114,135,2
201,200,162,2
49,99,145,1
178,194,240,1
69,102,152,1
195,194,156,2
94,143,219,1
34,83,145,1
168,182,234,1
152,190,254,1
95,112,168,1
165,171,230,1
169,185,232,1
86,121,194,1
136,160,226,1
95,71,237,2
54,55,21,2
116,117,77,2
181,180,136,2
194,193,155,2
209,217,255,1
94,89,150,2
135,163,227,1
73,88,127,1
52,87,143,1
62,62,62,2
217,150,95,2
29,29,13,2
101,149,221,1
103,104,60,2
38,92,152,1
201,200,162,2
21,23,3,2
131,134,89,2
144,145,95,2
195,194,156,2
65,63,23,2
120,156,220,1
145,185,233,1
141,142,103,2
119,152,225,1
139,139,85,2
67,124,185,1
173,168,119,2
65,86,131,1
158,156,102,2
18,24,0,2
172,168,119,2
168,181,233,1
63,64,20,2
146,149,94,2
178,178,132,2
125,157,223,1
110,109,53,2
140,159,18,2
179,177,129,2
101,107,160,1
202,201,163,2
109,150,205,1
118,160,225,1
225,209,197,2
150,188,252,1
103,144,206,1
195,193,158,2
102,149,223,1
74,85,123,1
64,104,156,1
205,203,169,2
168,167,117,2
178,175,131,2
193,194,152,2
180,177,132,2
104,138,197,1
163,166,127,2
124,212,255,2
117,156,208,1
138,157,214,1
185,183,143,2
50,101,163,1
125,166,39,2
183,182,138,2
178,175,131,2
95,144,218,1
134,143,207,1
166,182,225,1
141,186,253,1
154,172,231,1
128,131,85,2
96,141,222,1
123,155,220,1
173,172,121,2
120,119,61,2
126,166,218,1
76,83,126,1
127,129,183,1
195,193,152,2
181,178,134,2
92,148,225,1
121,155,225,1
158,162,120,2
103,104,48,2
34,33,7,2
115,163,229,1
180,177,132,2
128,131,85,2
0,127,6,2
132,174,216,1
200,209,253,1
178,176,128,2
145,164,23,2
174,187,233,1
199,197,162,2
171,185,237,1
173,169,121,2
50,50,14,2
200,198,163,2
138,138,90,2
132,132,186,1
165,164,114,2
15,14,0,2
108,136,196,1
149,151,99,2
126,157,226,1
150,185,235,1
182,179,135,2
169,167,119,2
179,177,129,2
12,9,4,2
114,156,223,1
52,90,144,1
6,3,0,2
105,155,221,1
115,152,220,1
55,78,123,1
167,183,236,1
126,126,126,2
158,162,127,2
157,195,253,1
160,174,226,1
12,13,4,2
179,169,135,2
183,203,251,1
201,211,251,1
254,249,186,2
147,185,250,1
152,190,255,1
105,157,224,1
53,55,19,2
127,158,219,1
109,135,172,1
177,177,131,2
124,157,226,1
182,182,136,2
15,23,142,2
57,91,145,1
82,118,188,1
157,155,101,2
95,101,154,1
172,173,129,2
57,104,155,1
94,143,221,1
136,134,104,2
177,191,244,1
148,190,255,1
63,84,129,1
126,157,208,1
143,145,103,2
135,168,224,1
125,164,216,1
228,207,229,2
95,144,220,1
47,103,152,1
98,91,152,2
164,160,112,2
97,150,223,1
117,146,220,1
68,69,25,2
154,158,122,2
147,149,97,2
178,175,131,2
235,195,160,2
176,177,135,2
201,200,162,2
198,212,254,1
179,177,129,2
182,179,134,2
135,171,225,1
147,165,226,1
145,147,95,2
200,212,254,1
15,30,22,2
174,189,235,1
105,150,223,1
171,169,121,2
124,156,222,1
62,121,183,1
171,187,230,1
142,176,229,1
52,100,148,1
91,93,41,2
162,196,255,1
44,119,98,2
167,166,115,2
128,172,233,1
101,142,215,1
180,178,130,2
10,10,0,2
152,156,115,2
206,205,171,2
153,144,200,1
223,207,201,2
11,28,139,2
127,160,209,1
236,193,160,2
133,177,241,1
138,139,230,2
178,176,128,2
134,171,221,1
55,56,22,2
150,190,255,1
18,15,0,2
68,69,25,2
66,132,191,1
158,193,255,1
102,103,47,2
7,191,1,2
162,166,131,2
167,168,229,1
179,178,134,2
166,181,227,1
114,150,214,1
69,72,23,2
84,93,130,1
182,179,135,2
67,132,200,1
172,186,238,1
186,187,143,2
157,162,123,2
73,85,125,1
114,151,209,1
0,2,6,2
99,143,197,1
56,61,22,2
53,55,19,2
75,83,123,1
142,182,247,1
148,182,241,1
174,188,241,1
125,164,216,1
55,59,18,2
193,192,154,2
121,123,177,1
71,72,30,2
94,144,226,1
103,100,49,2
107,147,212,1
63,122,191,1
155,173,220,1
81,78,57,2
97,146,222,1
125,158,221,1
166,181,230,1
150,192,255,1
234,221,213,2
110,111,101,2
184,183,139,2
179,173,132,2
73,74,34,2
67,68,24,2
43,90,146,1
129,168,220,1
166,183,226,1
90,98,145,1
103,145,210,1
95,143,221,1
140,185,246,1
173,143,94,2
201,212,250,1
47,64,121,1
69,70,26,2
90,120,185,1
64,121,182,1
111,146,220,1
164,162,114,2
130,133,88,2
101,77,71,2
191,198,185,2
177,177,131,2
50,106,153,1
145,146,96,2
168,206,240,1
118,148,205,1
5,0,2,2
163,162,112,2
149,120,105,2
184,184,138,2
146,164,235,1
164,180,233,1
163,164,114,2
183,180,136,2
155,154,103,2
84,116,192,1
199,198,160,2
157,155,101,2
56,27,236,2
58,58,18,2
178,175,131,2
193,192,154,2
126,128,182,1
110,145,211,1
81,91,131,1
63,130,187,1
122,159,217,1
128,161,230,1
197,195,160,2
163,162,112,2
197,212,255,1
110,110,62,2
150,157,206,2
126,127,87,2
152,193,255,1
184,185,143,2
169,183,235,1
121,148,204,1
170,166,117,2
116,115,59,2
156,160,125,2
148,166,231,1
178,175,131,2
81,90,128,1
133,161,226,1
201,200,162,2
140,180,245,1
181,198,241,1
191,191,155,2
146,166,231,1
163,179,232,1
180,177,132,2
120,155,219,1
99,145,222,1
113,119,172,1
64,56,19,2
233,243,250,2
196,194,159,2
164,179,235,1
136,139,90,2
96,131,228,2
112,154,207,1
69,104,172,1
100,136,190,1
102,108,161,1
71,23,241,2
158,162,121,2
65,66,24,2
153,180,236,1
56,115,177,1
18,18,12,2
197,195,161,2
194,194,158,2
0,0,255,2
214,169,64,2
170,180,240,1
68,66,26,2
169,185,238,1
56,60,25,2
163,162,112,2
121,119,89,2
175,170,125,2
75,78,29,2
170,169,119,2
26,27,25,2
227,211,205,2
172,186,234,1
201,200,162,2
51,95,142,1
95,29,18,2
133,133,133,2
102,145,226,1
47,101,156,1
166,182,228,1
149,185,231,1
153,156,117,2
196,192,157,2
64,69,24,2
132,136,101,2
146,188,231,1
94,146,217,1
155,152,97,2
113,159,217,1
148,150,98,2
50,51,12,2
28,212,230,2
40,39,18,2
174,173,117,2
182,179,134,2
136,178,243,1
175,173,125,2
144,147,98,2
150,188,253,1
151,154,105,2
53,94,143,1
154,179,235,1
147,187,252,1
42,94,154,1
81,53,212,2
144,185,247,1
180,177,132,2
138,136,82,2
43,89,136,1
247,126,107,2
176,177,135,2
162,159,114,2
113,157,218,1
88,131,210,1
97,101,154,1
171,187,234,1
161,170,227,1
66,67,33,2
108,161,228,1
145,144,88,2
14,6,183,2
121,160,212,1
171,170,119,2
2,1,5,2
69,121,174,1
125,165,217,1
167,165,111,2
206,217,255,1
92,90,36,2
158,157,123,2
155,153,99,2
100,144,121,2
48,105,161,1
109,140,209,1
130,134,93,2
141,141,195,1
98,90,155,2
175,173,125,2
147,168,220,1
174,174,128,2
113,112,56,2
91,138,219,1
152,170,229,1
1,2,0,2
204,214,254,1
148,190,255,1
155,157,111,2
201,200,162,2
151,97,218,2
189,187,147,2
65,66,26,2
173,189,236,1
0,15,1,2
162,163,129,2
158,178,233,1
168,182,235,1
178,179,137,2
2,132,102,2
53,57,21,2
148,186,216,1
196,194,159,2
157,181,235,1
48,75,126,1
174,190,232,1
169,185,228,1
193,191,143,2
150,172,24,2
199,197,162,2
137,169,235,1
126,136,243,2
180,178,137,2
100,99,48,2
81,53,207,2
205,204,170,2
11,9,0,2
136,139,90,2
101,107,160,1
130,169,221,1
170,168,120,2
152,192,137,2
73,74,30,2
197,206,249,1
151,138,230,2
145,162,218,1
132,162,227,1
81,93,133,1
49,54,23,2
121,155,221,1
7,7,1,2
163,166,127,2
85,52,203,2
180,175,130,2
57,59,23,2
191,208,255,1
57,110,173,1
156,155,99,2
127,160,223,1
201,200,162,2
53,57,22,2
72,109,183,1
25,25,19,2
84,117,190,1
117,152,216,1
140,97,76,2
6,4,4,2
166,165,114,2
111,110,60,2
129,160,229,1
172,173,129,2
105,130,186,1
73,88,127,1
146,165,232,1
131,163,228,1
171,185,234,1
179,176,132,2
200,199,161,2
171,185,237,1
57,59,23,2
206,218,254,1
199,199,159,2
100,138,196,1
179,177,129,2
174,173,123,2
158,160,114,2
46,90,137,1
44,65,110,1
59,100,149,1
42,88,135,1
4,3,5,2
165,164,114,2
127,163,217,1
62,?,22,2
182,177,138,2
41,44,42,2
128,154,224,1
134,164,219,1
172,177,132,2
96,148,219,1
30,31,15,2
88,110,146,1
159,179,220,1
128,130,88,2
124,125,181,1
53,95,142,1
201,200,162,2
49,52,36,2
72,33,249,2
92,90,36,2
150,152,100,2
16,12,1,2
53,95,142,1
109,145,221,1
95,141,218,1
144,184,232,1
23,136,68,2
177,176,132,2
111,113,61,2
12,9,5,2
90,112,147,1
197,196,158,2
163,197,255,1
185,185,139,2
163,188,232,1
60,131,199,1
165,161,112,2
148,190,249,1
98,144,222,1
81,89,129,1
68,70,24,2
120,123,178,1
170,184,236,1
146,183,251,1
155,193,255,1
46,103,159,1
178,175,131,2
150,149,93,2
147,185,239,1
57,56,42,2
126,126,126,2
124,139,239,2
198,198,158,2
205,204,170,2
132,131,75,2
53,57,22,2
100,144,221,1
153,193,252,1
40,42,12,2
60,100,152,1
148,184,254,1
254,230,224,2
154,68,156,2
54,58,22,2
114,161,213,1
131,130,72,2
180,177,133,2
146,186,251,1
171,189,236,1
154,172,233,1
32,33,7,2
161,165,130,2
196,196,148,2
141,140,82,2
163,177,229,1
6,15,159,2
103,152,222,1
139,138,80,2
145,157,221,1
118,150,209,1
120,153,203,1
181,178,134,2
108,149,204,1
162,176,225,1
179,178,134,2
141,159,224,1
170,170,124,2
175,173,125,2
134,162,227,1
198,194,159,2
202,212,252,1
53,103,169,1
145,188,251,1
98,138,203,1
170,167,122,2
113,116,171,1
74,82,122,1
165,165,117,2
9,44,18,2
180,180,134,2
180,180,134,2
208,217,255,1
160,177,220,1
82,82,36,2
51,65,118,1
67,97,154,1
69,70,30,2
67,69,27,2
50,19,224,2
184,184,138,2
96,146,222,1
165,189,235,1
164,178,231,1
199,197,163,2
132,75,60,2
170,189,227,1
93,124,193,1
200,208,255,1
111,151,216,1
54,115,181,1
129,132,187,1
95,124,185,1
178,178,130,2
170,183,239,1
127,130,85,2
40,84,138,1
175,190,236,1
115,118,68,2
52,112,172,1
177,172,141,2
37,223,253,2
78,81,32,2
127,130,185,1
181,176,131,2
139,180,225,1
0,128,0,2
94,103,153,1
122,155,224,1
207,217,255,1
185,184,140,2
183,183,137,2
71,74,25,2
62,109,160,1
38,88,134,1
124,124,64,2
172,168,119,2
186,185,141,2
199,192,165,2
134,176,223,1
56,116,182,1
34,33,7,2
180,179,135,2
96,95,44,2
173,172,122,2
177,176,132,2
143,178,228,1
75,88,126,1
107,122,178,1
170,168,120,2
155,159,118,2
146,179,228,1
188,186,146,2
63,68,23,2
115,157,210,1
158,156,108,2
99,151,221,1
201,199,164,2
165,181,228,1
102,145,218,1
110,107,56,2
165,163,115,2
255,250,251,2
64,65,21,2
23,49,25,2
117,155,220,1
153,191,255,1
174,172,124,2
128,133,88,2
149,186,254,1
78,84,127,1
147,146,90,2
139,181,228,1
180,180,134,2
65,66,22,2
52,109,255,2
181,173,136,2
54,58,22,2
251,123,82,2
61,170,92,2
186,105,160,2
122,155,224,1
160,159,109,2
162,162,114,2
32,99,254,2
54,56,20,2
62,118,173,1
180,177,133,2
114,148,207,1
48,94,141,1
66,69,44,2
147,151,110,2
39,40,31,2
88,133,214,1
147,180,229,1
120,121,71,2
177,176,126,2
149,187,252,1
60,67,30,2
50,49,15,2
49,101,154,1
197,198,154,2
56,102,156,1
128,255,255,2
202,214,255,1
152,169,232,1
63,63,23,2
165,179,237,1
190,189,145,2
63,68,23,2
128,128,128,2
230,214,207,2
177,174,129,2
58,113,180,1
87,122,186,1
157,179,237,1
203,202,168,2
138,180,245,1
130,159,226,1
124,114,161,2
178,175,131,2
10,9,0,2
104,107,62,2
174,173,123,2
119,151,224,1
105,154,222,1
49,89,138,1
104,123,150,1
199,210,254,1
233,243,250,2
203,213,253,1
16,10,3,2
79,88,126,1
159,162,117,2
132,171,223,1
202,200,165,2
141,144,99,2
58,106,158,1
0,13,236,2
201,200,162,2
166,182,225,1
76,81,126,1
150,189,251,1
160,181,242,1
129,133,92,2
192,193,151,2
111,63,129,2
164,184,239,1
155,159,118,2
163,161,113,2
185,179,138,2
64,58,15,2
169,183,235,1
172,170,122,2
173,169,121,2
80,119,194,1
178,178,132,2
2,255,255,2
146,166,231,1
196,198,152,2
202,212,252,1
58,109,171,1
53,114,180,1
21,18,3,2
136,178,225,1
64,130,201,1
199,197,162,2
54,114,180,1
224,222,222,2
129,156,220,1
113,139,193,1
177,170,143,2
145,144,88,2
36,92,79,2
181,178,133,2
81,164,126,2
48,119,187,1
199,197,163,2
26,26,20,2
116,115,57,2
240,231,222,2
108,152,205,1
95,99,152,1
138,140,88,2
101,100,49,2
140,139,88,2
187,185,144,2
52,103,166,1
176,188,246,1
172,186,239,1
142,145,200,1
135,136,97,2
158,194,254,1
98,146,218,1
161,177,230,1
183,180,135,2
54,105,155,1
137,136,85,2
41,39,8,2
35,34,8,2
101,71,124,2
125,165,213,1
39,40,31,2
178,175,131,2
58,111,168,1
77,85,125,1
16,13,0,2
113,112,62,2
179,177,129,2
140,140,86,2
157,156,112,2
155,190,255,1
160,159,109,2
116,155,217,1
79,91,131,1
173,172,122,2
170,168,120,2
179,176,131,2
134,168,221,1
51,97,144,1
112,151,220,1
135,166,135,2
117,154,212,1
161,181,238,1
50,97,149,1
34,33,7,2
178,175,131,2
91,88,144,2
149,181,230,1
183,180,136,2
205,204,170,2
180,179,135,2
199,199,163,2
174,98,152,2
19,21,9,2
167,181,233,1
128,133,88,2
178,178,132,2
26,28,16,2
170,181,225,1
185,180,135,2
171,165,120,2
54,55,15,2
63,63,23,2
181,181,133,2
59,120,184,1
201,211,251,1
222,247,243,2
162,164,122,2
103,105,63,2
146,147,97,2
86,139,220,1
110,110,70,2
95,145,221,1
124,160,214,1
199,180,175,2
125,156,225,1
173,187,240,1
0,83,228,2
32,33,7,2
151,151,103,2
195,193,159,2
163,162,112,2
73,69,50,2
141,185,246,1
168,167,116,2
135,144,208,1
90,68,247,2
100,149,223,1
118,155,211,1
65,69,28,2
118,121,176,1
81,116,189,1
69,101,166,1
158,194,254,1
181,181,133,2
118,159,222,1
34,33,7,2
200,198,163,2
147,186,248,1
12,10,2,2
88,139,219,1
165,164,114,2
52,69,132,1
100,150,226,1
147,167,222,1
121,154,223,1
125,157,222,1
151,187,233,1
46,99,156,1
171,170,119,2
157,194,255,1
124,165,228,1
195,213,255,1
96,143,224,1
159,186,242,1
232,100,83,2
54,113,175,1
141,142,110,2
98,133,199,1
92,138,216,1
98,141,220,1
53,97,150,1
148,162,228,1
184,182,134,2
37,37,7,2
158,174,227,1
171,171,125,2
130,130,106,2
167,179,233,1
0,194,0,2
51,94,143,1
16,14,3,2
62,57,58,2
66,64,23,2
125,157,228,1
136,137,93,2
188,189,147,2
178,175,131,2
120,123,178,1
69,78,121,1
55,56,16,2
131,162,231,1
68,70,28,2
51,235,221,2
59,120,184,1
117,152,220,1
75,114,192,1
120,154,224,1
187,188,146,2
36,88,135,1
178,147,102,2
78,86,126,1
8,1,176,2
205,204,170,2
177,176,126,2
44,94,152,1
153,191,255,1
35,34,0,2
109,153,217,1
101,151,223,1
131,170,225,1
56,57,23,2
158,162,121,2
181,178,133,2
53,105,151,1
229,113,72,2
162,180,227,1
200,198,163,2
199,197,163,2
72,91,134,1
167,183,230,1
154,164,228,1
149,161,225,1
57,113,162,1
137,179,238,1
171,171,123,2
102,140,198,1
196,196,160,2
41,42,10,2
59,120,188,1
183,170,138,2
160,180,235,1
134,168,222,1
116,152,222,1
44,88,135,1
73,130,192,1
95,126,189,1
180,182,140,2
163,197,255,1
51,50,16,2
173,172,122,2
111,151,210,1
183,183,137,2
7,8,0,2
173,187,235,1
129,132,93,2
201,200,162,2
13,13,7,2
104,131,175,1
157,159,117,2
169,183,236,1
32,33,7,2
164,180,233,1
77,83,130,1
100,149,225,1
197,196,158,2
63,64,24,2
64,64,64,2
17,8,189,2
199,125,69,2
98,152,223,1
142,141,85,2
97,131,197,1
143,183,231,1
86,133,215,1
167,181,234,1
92,91,35,2
65,124,193,1
128,157,224,1
96,145,221,1
199,197,162,2
175,190,236,1
2,128,99,2
180,177,132,2
98,142,219,1
58,112,165,1
164,163,112,2
165,163,115,2
174,175,131,2
55,96,145,1
62,62,22,2
89,87,33,2
124,125,81,2
139,179,244,1
3,4,2,2
158,195,255,1
97,145,223,1
148,147,97,2
57,111,171,1
54,54,14,2
131,131,131,2
158,171,227,1
188,186,146,2
92,56,38,2
14,13,3,2
151,96,219,2
139,176,228,1
120,154,220,1
217,203,197,2
131,133,97,2
185,184,140,2
55,56,22,2
46,98,158,1
64,65,23,2
87,96,134,1
179,176,132,2
0,0,162,2
199,197,162,2
130,165,215,1
133,160,217,1
142,140,86,2
190,190,144,2
135,138,89,2
165,179,231,1
60,64,23,2
180,179,135,2
45,94,150,1
56,54,44,2
79,79,61,2
96,133,189,1
143,140,195,1
255,0,255,2
48,49,15,2
205,215,255,1
171,165,122,2
193,211,255,1
57,58,18,2
84,90,131,1
127,159,225,1
117,158,220,1
69,116,178,1
84,86,34,2
0,181,1,2
145,170,232,1
171,167,114,2
61,61,47,2
114,151,209,1
122,122,122,2
142,141,90,2
183,180,135,2
187,102,154,2
174,175,131,2
195,194,160,2
133,168,224,1
167,183,225,1
113,151,209,1
155,194,246,1
68,69,25,2
98,148,220,1
141,178,234,1
75,83,123,1
83,136,217,1
247,236,232,2
62,66,25,2
1,1,1,2
146,164,225,1
172,172,126,2
98,148,220,1
72,112,187,1
180,180,134,2
56,116,182,1
50,237,252,2
132,160,225,1
176,174,126,2
121,156,219,1
143,160,217,1
98,136,194,1
120,157,217,1
142,179,253,1
160,166,119,2
179,177,129,2
115,149,209,1
26,13,153,2
119,149,100,2
117,136,157,1
131,162,231,1
10,8,7,2
33,86,59,2
182,178,137,2
205,214,255,1
64,62,22,2
138,140,88,2
136,134,80,2
54,55,21,2
86,85,34,2
146,165,226,1
183,183,137,2
127,139,145,2
187,184,146,2
128,163,227,1
107,145,223,1
141,181,246,1
150,149,88,2
4,1,3,2
94,26,13,2
185,183,135,2
152,193,255,1
31,33,4,2
146,147,97,2
156,160,119,2
55,56,24,2
181,180,136,2
165,166,127,2
162,159,114,2
48,90,135,1
74,73,77,2
142,141,83,2
50,51,49,2
146,180,226,1
43,44,10,2
141,145,173,2
142,160,225,1
4,5,9,2
171,77,102,2
198,197,159,2
59,119,179,1
93,122,191,1
160,198,232,1
68,67,23,2
78,84,127,1
36,37,3,2
159,163,121,2
80,81,31,2
183,180,136,2
159,195,235,1
193,192,154,2
154,93,215,2
4,0,6,2
118,155,215,1
145,184,253,1
140,139,81,2
158,160,114,2
170,186,232,1
59,105,169,1
204,212,252,1
169,183,232,1
176,176,182,2
144,167,229,1
197,195,160,2
37,36,10,2
173,170,125,2
149,193,254,1
67,71,30,2
14,14,0,2
120,155,223,1
54,55,21,2
132,172,224,1
45,46,12,2
92,10,0,2
89,139,221,1
23,20,6,2
2,1,0,2
53,54,20,2
128,133,88,2
178,175,130,2
163,167,132,2
51,93,140,1
91,89,35,2
185,153,53,2
73,76,30,2
161,181,236,1
127,70,91,2
161,160,109,2
178,175,131,2
118,152,218,1
38,72,55,2
198,198,158,2
88,123,191,1
145,176,237,1
78,81,32,2
96,143,217,1
196,207,251,1
157,160,121,2
36,1,142,2
244,249,252,2
57,95,77,2
160,158,104,2
114,116,86,2
108,153,210,1
123,126,81,2
145,144,88,2
172,168,119,2
87,89,37,2
61,107,171,1
105,155,221,1
132,166,220,1
117,156,225,1
145,161,228,1
103,149,227,1
152,190,254,1
66,84,47,2
123,140,159,1
152,166,232,1
135,169,235,1
37,43,240,2
193,204,248,1
181,178,134,2
53,54,20,2
168,168,128,2
169,183,232,1
57,122,183,1
54,54,18,2
179,175,134,2
29,41,167,2
67,29,243,2
90,88,34,2
74,89,128,1
185,182,137,2
164,164,116,2
96,82,64,2
82,48,208,2
113,151,205,1
98,144,221,1
169,184,233,1
78,84,127,1
159,171,235,1
100,148,220,1
150,173,235,1
83,93,133,1
154,178,238,1
103,149,226,1
221,209,203,2
61,119,178,1
166,165,115,2
77,109,184,1
129,171,216,1
63,117,172,1
96,131,181,1
18,15,0,2
167,187,244,1
58,99,148,1
98,133,201,1
117,158,213,1
16,7,188,2
155,193,255,1
200,210,250,1
142,153,215,1
54,25,234,2
165,163,115,2
174,169,124,2
181,178,133,2
94,127,196,1
143,168,232,1
165,186,247,1
156,196,255,1
73,110,184,1
178,175,131,2
97,152,225,1
164,163,113,2
132,167,223,1
165,161,113,2
197,195,155,2
123,134,142,2
173,172,122,2
57,125,190,1
147,182,226,1
6,4,3,2
139,174,224,1
48,82,142,1
173,171,123,2
103,154,224,1
167,181,229,1
149,163,222,1
140,177,239,1
54,122,187,1
183,183,147,2
153,191,255,1
164,162,114,2
124,164,229,1
178,176,128,2
140,140,86,2
119,159,218,1
125,125,125,2
21,22,18,2
54,95,144,1
62,67,22,2
174,179,240,1
182,181,137,2
128,159,214,1
176,172,124,2
147,146,95,2
136,173,223,1
102,123,175,1
77,90,128,1
112,111,53,2
11,12,3,2
8,4,3,2
75,78,29,2
66,80,128,1
142,174,227,1
107,151,210,1
35,92,144,1
0,0,0,2
167,163,114,2
83,93,133,1
53,55,19,2
59,79,134,1
154,158,122,2
105,152,226,1
248,250,250,2
149,149,95,2
127,125,90,2
80,83,28,2
114,146,219,1
138,140,88,2
51,89,137,1
125,134,191,1
11,14,5,2
119,160,215,1
53,106,169,1
139,138,104,2
159,188,232,1
81,87,130,1
53,73,131,1
161,158,113,2
200,198,163,2
144,143,199,1
71,121,181,1
56,55,17,2
104,92,104,2
107,149,224,1
160,133,113,2
162,179,230,1
160,197,255,1
67,129,199,1
32,0,135,2
237,194,161,2
180,178,137,2
157,175,238,1
112,118,171,1
178,176,128,2
79,114,187,1
145,157,221,1
202,212,252,1
144,184,249,1
155,160,128,2
193,192,154,2
112,111,53,2
108,134,164,1
158,156,115,2
187,185,137,2
69,78,122,1
139,178,246,1
78,95,146,1
74,80,125,1
201,199,164,2
39,38,10,2
195,204,248,1
96,149,222,1
147,187,246,1
177,174,129,2
177,194,233,1
126,129,184,1
99,151,228,1
181,179,138,2
78,125,186,1
4,4,0,2
187,188,146,2
119,151,217,1
114,163,25,2
140,140,92,2
50,101,163,1
54,104,157,1
196,202,249,1
180,219,181,2
169,188,245,1
156,160,124,2
143,183,236,1
182,176,135,2
123,154,223,1
178,179,135,2
153,194,255,1
165,164,114,2
79,95,132,1
168,182,234,1
116,151,219,1
169,167,119,2
134,140,199,1
156,159,110,2
238,198,163,2
153,158,119,2
178,175,131,2
155,195,254,1
167,166,116,2
136,162,229,1
51,53,23,2
175,173,125,2
145,162,225,1
170,163,124,2
65,119,172,1
34,75,44,2
117,150,219,1
69,83,131,1
22,16,3,2
185,184,140,2
106,151,224,1
184,181,136,2
164,163,113,2
120,157,219,1
115,217,212,2
136,171,227,1
57,105,157,1
151,150,99,2
57,59,23,2
154,144,161,2
182,179,135,2
33,30,2,2
142,164,229,1
108,144,204,1
165,167,121,2
55,56,22,2
146,181,231,1
12,19,12,2
229,219,209,2
196,154,55,2
143,131,127,2
17,14,0,2
125,0,130,2
147,186,254,1
103,155,225,1
47,119,96,2
164,163,113,2
40,38,192,2
41,42,8,2
183,181,133,2
56,125,128,2
9,11,0,2
203,210,253,1
167,85,134,2
53,99,147,1
132,163,226,1
116,154,212,1
177,175,127,2
187,149,179,2
164,167,228,1
108,157,219,1
177,174,129,2
88,124,194,1
82,117,191,1
105,143,201,1
63,64,20,2
204,214,254,1
193,192,154,2
56,55,41,2
93,29,18,2
57,59,23,2
174,171,126,2
137,161,221,1
158,178,233,1
255,0,128,2
57,109,169,1
54,58,22,2
153,154,104,2
177,174,129,2
128,255,255,2
50,103,166,1
204,214,254,1
141,181,230,1
4,0,72,2
0,0,3,2
43,68,132,1
178,180,120,2
165,184,229,1
65,109,173,1
77,78,68,2
118,156,220,1
15,15,1,2
103,145,212,1
131,129,81,2
133,136,97,2
145,147,95,2
14,15,5,2
48,75,126,1
167,180,232,1
162,163,121,2
143,185,244,1
131,135,93,2
85,90,139,1
47,89,142,1
174,188,236,1
51,56,17,2
199,197,163,2
169,167,119,2
23,18,9,2
179,179,133,2
122,155,218,1
167,165,125,2
198,198,158,2
56,55,21,2
136,142,93,2
206,205,171,2
28,32,21,2
174,174,128,2
50,118,183,1
55,102,158,1
158,195,255,1
157,194,255,1
170,184,236,1
140,139,81,2
55,103,151,1
76,84,124,1
82,83,33,2
69,71,25,2
56,61,22,2
131,161,226,1
147,183,247,1
182,179,135,2
184,183,133,2
172,168,120,2
61,111,169,1
101,139,203,1
161,160,110,2
60,129,192,1
